#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,Notional(Base),NettingSet,CounterParty
FS_0.CP_6.CP_21.TL_0.TRADE_9073.COPY_0,FxForward,2021-01-06,4.918070,17260209.629918,USD,15242997.120043,EUR,98609562.41,87084995.38,FS_0.CP_6.CP_21.TL_0,FS_0.CP_21
FS_0.CP_21.CP_6.TL_0.TRADE_9073.COPY_0,FxForward,2021-01-06,4.918070,-15242997.120043,EUR,-15242997.120043,EUR,85995188.16,85995188.16,FS_0.CP_21.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_21.TL_0.TRADE_9470.COPY_0,Swap,2022-12-01,6.819440,-4186737.439101,EUR,-4186737.439101,EUR,25995451.55,25995451.55,FS_0.CP_6.CP_21.TL_0,FS_0.CP_21
FS_0.CP_21.CP_6.TL_0.TRADE_9470.COPY_0,Swap,2022-12-01,6.819440,4186737.439101,EUR,4186737.439101,EUR,25995451.55,25995451.55,FS_0.CP_21.CP_6.TL_0,FS_0.CP_6
FS_0.CP_8.CP_9.TL_0.TRADE_1584.COPY_0,FxForward,2021-01-29,4.981084,-8479660.337541,EUR,-8479660.337541,EUR,58636087.00,58636087.00,FS_0.CP_8.CP_9.TL_0,FS_0.CP_9
FS_0.CP_9.CP_8.TL_0.TRADE_1584.COPY_0,FxForward,2021-01-29,4.981084,9601833.147630,USD,8479660.337541,EUR,70321177.67,62102693.52,FS_0.CP_9.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_9.TL_0.TRADE_6706.COPY_0,FxForward,2018-03-12,2.096152,-14106470.821369,EUR,-14106470.821369,EUR,98792696.30,98792696.30,FS_0.CP_8.CP_9.TL_0,FS_0.CP_9
FS_0.CP_9.CP_8.TL_0.TRADE_6706.COPY_0,FxForward,2018-03-12,2.096152,15973278.850457,USD,14106470.821369,EUR,113096810.06,99879108.48,FS_0.CP_9.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_9.TL_0.TRADE_7335.COPY_0,Swap,2022-02-28,6.063276,-191271.194964,EUR,-191271.194964,EUR,9784795.05,9784795.05,FS_0.CP_8.CP_9.TL_0,FS_0.CP_9
FS_0.CP_9.CP_8.TL_0.TRADE_7335.COPY_0,Swap,2022-02-28,6.063276,191271.194964,EUR,191271.194964,EUR,9784795.05,9784795.05,FS_0.CP_9.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_9.TL_0.TRADE_8090.COPY_0,Swap,2022-02-07,6.005741,-7573501.591914,EUR,-7573501.591914,EUR,72237491.53,72237491.53,FS_0.CP_8.CP_9.TL_0,FS_0.CP_9
FS_0.CP_9.CP_8.TL_0.TRADE_8090.COPY_0,Swap,2022-02-07,6.005741,7573501.591914,EUR,7573501.591914,EUR,72237491.53,72237491.53,FS_0.CP_9.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_9.TL_0.TRADE_8887.COPY_0,FxForward,2020-04-02,4.155738,10673890.711131,USD,9426425.800032,EUR,84877352.28,74957678.04,FS_0.CP_8.CP_9.TL_0,FS_0.CP_9
FS_0.CP_9.CP_8.TL_0.TRADE_8887.COPY_0,FxForward,2020-04-02,4.155738,-9426425.800032,EUR,-9426425.800032,EUR,70704914.94,70704914.94,FS_0.CP_9.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_286.COPY_0,FxForward,2020-03-28,4.142077,-6089444.412524,EUR,-6089444.412524,EUR,39182588.45,39182588.45,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_286.COPY_0,FxForward,2020-03-28,4.142077,6895303.217745,USD,6089444.412524,EUR,45705474.97,40363844.84,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_4835.COPY_0,FxForward,2017-03-25,1.131769,46467087.063719,USD,41036446.803133,EUR,92503272.15,81692351.44,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_4835.COPY_0,FxForward,2017-03-25,1.131769,-41036446.803133,EUR,-41036446.803133,EUR,80124557.10,80124557.10,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_5315.COPY_0,FxForward,2019-08-05,3.496152,3197353.413774,USD,2823676.532494,EUR,20512247.26,18114966.89,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_5315.COPY_0,FxForward,2019-08-05,3.496152,-2823676.532494,EUR,-2823676.532494,EUR,17843815.82,17843815.82,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_6374.COPY_0,FxForward,2016-05-18,0.281421,-4337282.424361,EUR,-4337282.424361,EUR,20719339.77,20719339.77,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_6374.COPY_0,FxForward,2016-05-18,0.281421,4911265.368553,USD,4337282.424361,EUR,23974570.69,21172646.21,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_7616.COPY_0,FxForward,2020-11-06,4.751366,-7853234.797616,EUR,-7853234.797616,EUR,43719851.63,43719851.63,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_7616.COPY_0,FxForward,2020-11-06,4.751366,8892508.331028,USD,7853234.797616,EUR,49843529.75,44018282.32,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_8786.COPY_0,FxForward,2020-12-26,4.887978,-19793261.613755,EUR,-19793261.613755,EUR,97175433.85,97175433.85,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_8786.COPY_0,FxForward,2020-12-26,4.887978,22412642.475935,USD,19793261.613755,EUR,107341447.12,94796378.75,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_8882.COPY_0,FxForward,2019-11-09,3.759166,-4658856.903581,EUR,-4658856.903581,EUR,28084312.07,28084312.07,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_8882.COPY_0,FxForward,2019-11-09,3.759166,5275396.049630,USD,4658856.903581,EUR,32107502.65,28355076.85,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_9236.COPY_0,Swap,2019-09-03,3.575604,-4325081.639591,EUR,-4325081.639591,EUR,96957509.58,96957509.58,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_9236.COPY_0,Swap,2019-09-03,3.575604,4325081.639591,EUR,4325081.639591,EUR,96957509.58,96957509.58,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_9597.COPY_0,FxForward,2018-04-23,2.211221,10437575.192166,USD,9217728.637469,EUR,65050285.40,57447814.03,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_9597.COPY_0,FxForward,2018-04-23,2.211221,-9217728.637469,EUR,-9217728.637469,EUR,57883623.25,57883623.25,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_9771.COPY_0,FxForward,2020-06-04,4.327869,5878251.143309,USD,5191255.909954,EUR,34509313.56,30476186.47,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_9771.COPY_0,FxForward,2020-06-04,4.327869,-5191255.909954,EUR,-5191255.909954,EUR,30158582.91,30158582.91,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_9841.COPY_0,Swap,2019-09-05,3.581084,-822377.855914,EUR,-822377.855914,EUR,72820338.73,72820338.73,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_9841.COPY_0,Swap,2019-09-05,3.581084,822377.855914,EUR,822377.855914,EUR,72820338.73,72820338.73,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_19.TL_0.TRADE_9856.COPY_0,FxForward,2017-04-09,1.172865,-27597981.384725,EUR,-27597981.384725,EUR,54803123.20,54803123.20,FS_0.CP_8.CP_19.TL_0,FS_0.CP_19
FS_0.CP_19.CP_8.TL_0.TRADE_9856.COPY_0,FxForward,2017-04-09,1.172865,31250215.447235,USD,27597981.384725,EUR,62624156.45,55305228.43,FS_0.CP_19.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_17.TL_0.TRADE_1239.COPY_0,Swap,2022-03-15,6.104372,820392.484654,EUR,820392.484654,EUR,20009638.11,20009638.11,FS_0.CP_8.CP_17.TL_0,FS_0.CP_17
FS_0.CP_17.CP_8.TL_0.TRADE_1239.COPY_0,Swap,2022-03-15,6.104372,-820392.484654,EUR,-820392.484654,EUR,20009638.11,20009638.11,FS_0.CP_17.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_17.TL_0.TRADE_2809.COPY_0,Swap,2022-12-20,6.871495,-417807.201521,EUR,-417807.201521,EUR,6729662.32,6729662.32,FS_0.CP_8.CP_17.TL_0,FS_0.CP_17
FS_0.CP_17.CP_8.TL_0.TRADE_2809.COPY_0,Swap,2022-12-20,6.871495,417807.201521,EUR,417807.201521,EUR,6729662.32,6729662.32,FS_0.CP_17.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_17.TL_0.TRADE_3190.COPY_0,FxForward,2018-02-19,2.038618,3894549.749306,USD,3439391.055230,EUR,27262641.72,24076438.13,FS_0.CP_8.CP_17.TL_0,FS_0.CP_17
FS_0.CP_17.CP_8.TL_0.TRADE_3190.COPY_0,FxForward,2018-02-19,2.038618,-3439391.055230,EUR,-3439391.055230,EUR,23874777.23,23874777.23,FS_0.CP_17.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_17.TL_0.TRADE_4501.COPY_0,Swap,2016-11-07,0.754098,-36957.933152,EUR,-36957.933152,EUR,19391316.87,19391316.87,FS_0.CP_8.CP_17.TL_0,FS_0.CP_17
FS_0.CP_17.CP_8.TL_0.TRADE_4501.COPY_0,Swap,2016-11-07,0.754098,36957.933152,EUR,36957.933152,EUR,19391316.87,19391316.87,FS_0.CP_17.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_17.TL_0.TRADE_6213.COPY_0,Swap,2025-01-27,8.975604,5474184.806890,EUR,5474184.806890,EUR,24124470.38,24124470.38,FS_0.CP_8.CP_17.TL_0,FS_0.CP_17
FS_0.CP_17.CP_8.TL_0.TRADE_6213.COPY_0,Swap,2025-01-27,8.975604,-5474184.806890,EUR,-5474184.806890,EUR,24124470.38,24124470.38,FS_0.CP_17.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_701.COPY_0,Swap,2021-05-12,5.263276,-1627560.175902,EUR,-1627560.175902,EUR,30385822.40,30385822.40,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_701.COPY_0,Swap,2021-05-12,5.263276,1627560.175902,EUR,1627560.175902,EUR,30385822.40,30385822.40,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_1263.COPY_0,Swap,2023-02-17,7.033139,1580668.985171,EUR,1580668.985171,EUR,51056543.43,51056543.43,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_1263.COPY_0,Swap,2023-02-17,7.033139,-1580668.985171,EUR,-1580668.985171,EUR,51056543.43,51056543.43,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_1559.COPY_0,FxForward,2019-02-27,3.060536,15637734.635317,USD,13810141.888251,EUR,106835523.22,94349582.52,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_1559.COPY_0,FxForward,2019-02-27,3.060536,-13810141.888251,EUR,-13810141.888251,EUR,92563708.61,92563708.61,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_2471.COPY_0,Swap,2019-12-27,3.890673,2549271.660262,EUR,2549271.660262,EUR,45380297.10,45380297.10,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_2471.COPY_0,Swap,2019-12-27,3.890673,-2549271.660262,EUR,-2549271.660262,EUR,45380297.10,45380297.10,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_2713.COPY_0,Swap,2017-01-30,0.983824,-436468.657346,EUR,-436468.657346,EUR,53171757.71,53171757.71,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_2713.COPY_0,Swap,2017-01-30,0.983824,436468.657346,EUR,436468.657346,EUR,53171757.71,53171757.71,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_5016.COPY_0,Swap,2017-05-29,1.309851,-1022779.142924,EUR,-1022779.142924,EUR,49984718.04,49984718.04,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_5016.COPY_0,Swap,2017-05-29,1.309851,1022779.142924,EUR,1022779.142924,EUR,49984718.04,49984718.04,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_5106.COPY_0,FxForward,2017-01-19,0.953687,-1422838.771472,EUR,-1422838.771472,EUR,2681287.91,2681287.91,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_5106.COPY_0,FxForward,2017-01-19,0.953687,1611132.985972,USD,1422838.771472,EUR,3108176.68,2744921.94,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_5865.COPY_0,FxForward,2020-11-17,4.781421,1243553.651953,USD,1098218.685739,EUR,7343190.47,6484986.78,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_5865.COPY_0,FxForward,2020-11-17,4.781421,-1098218.685739,EUR,-1098218.685739,EUR,6373978.85,6373978.85,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_6045.COPY_0,FxForward,2017-06-27,1.389303,-5670867.268831,EUR,-5670867.268831,EUR,13608454.58,13608454.58,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_6045.COPY_0,FxForward,2017-06-27,1.389303,6421332.830587,USD,5670867.268831,EUR,15861597.70,14007841.92,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_6144.COPY_0,Swap,2026-01-22,9.961906,-4272312.225865,EUR,-4272312.225865,EUR,39706879.44,39706879.44,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_6144.COPY_0,Swap,2026-01-22,9.961906,4272312.225865,EUR,4272312.225865,EUR,39706879.44,39706879.44,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_6732.COPY_0,Swap,2019-05-14,3.268755,6693969.401184,EUR,6693969.401184,EUR,78969050.08,78969050.08,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_6732.COPY_0,Swap,2019-05-14,3.268755,-6693969.401184,EUR,-6693969.401184,EUR,78969050.08,78969050.08,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_8376.COPY_0,FxForward,2018-08-18,2.531769,-2319239.542055,EUR,-2319239.542055,EUR,14834640.61,14834640.61,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_8376.COPY_0,FxForward,2018-08-18,2.531769,2626160.745332,USD,2319239.542055,EUR,16820383.98,14854574.19,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_15.TL_0.TRADE_8590.COPY_0,FxForward,2018-04-23,2.211221,-541406.861106,EUR,-541406.861106,EUR,4510971.64,4510971.64,FS_0.CP_8.CP_15.TL_0,FS_0.CP_15
FS_0.CP_15.CP_8.TL_0.TRADE_8590.COPY_0,FxForward,2018-04-23,2.211221,613055.020884,USD,541406.861106,EUR,5318896.55,4697273.47,FS_0.CP_15.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_16.TL_0.TRADE_65.COPY_0,FxForward,2018-06-26,2.386563,-5643949.026041,EUR,-5643949.026041,EUR,36045638.02,36045638.02,FS_0.CP_8.CP_16.TL_0,FS_0.CP_16
FS_0.CP_16.CP_8.TL_0.TRADE_65.COPY_0,FxForward,2018-06-26,2.386563,6390852.308300,USD,5643949.026041,EUR,40761206.79,35997416.66,FS_0.CP_16.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_16.TL_0.TRADE_1167.COPY_0,FxForward,2018-08-27,2.556426,7440151.360318,USD,6570615.779859,EUR,57473807.56,50756804.34,FS_0.CP_8.CP_16.TL_0,FS_0.CP_16
FS_0.CP_16.CP_8.TL_0.TRADE_1167.COPY_0,FxForward,2018-08-27,2.556426,-6570615.779859,EUR,-6570615.779859,EUR,49246173.54,49246173.54,FS_0.CP_16.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_16.TL_0.TRADE_2130.COPY_0,FxForward,2019-10-28,3.726289,6774109.830339,USD,5982414.979232,EUR,44884685.29,39638981.41,FS_0.CP_8.CP_16.TL_0,FS_0.CP_16
FS_0.CP_16.CP_8.TL_0.TRADE_2130.COPY_0,FxForward,2019-10-28,3.726289,-5982414.979232,EUR,-5982414.979232,EUR,38706686.44,38706686.44,FS_0.CP_16.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_16.TL_0.TRADE_2563.COPY_0,FxForward,2017-10-29,1.729029,19302866.227006,USD,17046927.042926,EUR,69467822.91,61349070.91,FS_0.CP_8.CP_16.TL_0,FS_0.CP_16
FS_0.CP_16.CP_8.TL_0.TRADE_2563.COPY_0,FxForward,2017-10-29,1.729029,-17046927.042926,EUR,-17046927.042926,EUR,60446972.33,60446972.33,FS_0.CP_16.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_16.TL_0.TRADE_4031.COPY_0,Swap,2019-01-03,2.909851,-4367742.428246,EUR,-4367742.428246,EUR,94012099.45,94012099.45,FS_0.CP_8.CP_16.TL_0,FS_0.CP_16
FS_0.CP_16.CP_8.TL_0.TRADE_4031.COPY_0,Swap,2019-01-03,2.909851,4367742.428246,EUR,4367742.428246,EUR,94012099.45,94012099.45,FS_0.CP_16.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_16.TL_0.TRADE_4230.COPY_0,FxForward,2018-10-28,2.726289,1415452.106132,USD,1250027.249955,EUR,8053492.16,7112275.02,FS_0.CP_8.CP_16.TL_0,FS_0.CP_16
FS_0.CP_16.CP_8.TL_0.TRADE_4230.COPY_0,FxForward,2018-10-28,2.726289,-1250027.249955,EUR,-1250027.249955,EUR,7231306.23,7231306.23,FS_0.CP_16.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_16.TL_0.TRADE_7961.COPY_0,FxForward,2017-03-02,1.068755,2132064.301769,USD,1882888.487940,EUR,4094780.15,3616220.39,FS_0.CP_8.CP_16.TL_0,FS_0.CP_16
FS_0.CP_16.CP_8.TL_0.TRADE_7961.COPY_0,FxForward,2017-03-02,1.068755,-1882888.487940,EUR,-1882888.487940,EUR,3542207.97,3542207.97,FS_0.CP_16.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_16.TL_0.TRADE_8146.COPY_0,Swap,2022-11-07,6.753687,3593145.764135,EUR,3593145.764135,EUR,48691015.56,48691015.56,FS_0.CP_8.CP_16.TL_0,FS_0.CP_16
FS_0.CP_16.CP_8.TL_0.TRADE_8146.COPY_0,Swap,2022-11-07,6.753687,-3593145.764135,EUR,-3593145.764135,EUR,48691015.56,48691015.56,FS_0.CP_16.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_16.TL_0.TRADE_9277.COPY_0,Swap,2024-04-29,8.229508,1825891.968533,EUR,1825891.968533,EUR,92043563.63,92043563.63,FS_0.CP_8.CP_16.TL_0,FS_0.CP_16
FS_0.CP_16.CP_8.TL_0.TRADE_9277.COPY_0,Swap,2024-04-29,8.229508,-1825891.968533,EUR,-1825891.968533,EUR,92043563.63,92043563.63,FS_0.CP_16.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_16.TL_0.TRADE_9506.COPY_0,Swap,2016-12-12,0.849727,-489944.128620,EUR,-489944.128620,EUR,71087122.97,71087122.97,FS_0.CP_8.CP_16.TL_0,FS_0.CP_16
FS_0.CP_16.CP_8.TL_0.TRADE_9506.COPY_0,Swap,2016-12-12,0.849727,489944.128620,EUR,489944.128620,EUR,71087122.97,71087122.97,FS_0.CP_16.CP_8.TL_0,FS_0.CP_8
FS_0.CP_3.CP_7.TL_0.TRADE_65.COPY_0,FxForward,2018-06-26,2.386563,-5643949.026041,EUR,-5643949.026041,EUR,36045638.02,36045638.02,FS_0.CP_3.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_3.TL_0.TRADE_65.COPY_0,FxForward,2018-06-26,2.386563,6390852.308300,USD,5643949.026041,EUR,40761206.79,35997416.66,FS_0.CP_7.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_7.TL_0.TRADE_568.COPY_0,Swap,2016-10-17,0.696721,-425692.237615,EUR,-425692.237615,EUR,63787570.49,63787570.49,FS_0.CP_3.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_3.TL_0.TRADE_568.COPY_0,Swap,2016-10-17,0.696721,425692.237615,EUR,425692.237615,EUR,63787570.49,63787570.49,FS_0.CP_7.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_7.TL_0.TRADE_2233.COPY_0,FxForward,2020-05-20,4.286885,2854723.183558,USD,2521089.731730,EUR,20431549.12,18043699.99,FS_0.CP_3.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_3.TL_0.TRADE_2233.COPY_0,FxForward,2020-05-20,4.286885,-2521089.731730,EUR,-2521089.731730,EUR,17262742.60,17262742.60,FS_0.CP_7.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_7.TL_0.TRADE_2767.COPY_0,FxForward,2020-05-18,4.281421,10112004.372211,USD,8930207.502016,EUR,68587980.57,60572056.35,FS_0.CP_3.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_3.TL_0.TRADE_2767.COPY_0,FxForward,2020-05-18,4.281421,-8930207.502016,EUR,-8930207.502016,EUR,58463709.20,58463709.20,FS_0.CP_7.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_7.TL_0.TRADE_2992.COPY_0,Swap,2018-08-27,2.556426,792003.947996,EUR,792003.947996,EUR,32471899.32,32471899.32,FS_0.CP_3.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_3.TL_0.TRADE_2992.COPY_0,Swap,2018-08-27,2.556426,-792003.947996,EUR,-792003.947996,EUR,32471899.32,32471899.32,FS_0.CP_7.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_7.TL_0.TRADE_5581.COPY_0,Swap,2022-11-07,6.753687,4117460.796459,EUR,4117460.796459,EUR,92489438.91,92489438.91,FS_0.CP_3.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_3.TL_0.TRADE_5581.COPY_0,Swap,2022-11-07,6.753687,-4117460.796459,EUR,-4117460.796459,EUR,92489438.91,92489438.91,FS_0.CP_7.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_7.TL_0.TRADE_5758.COPY_0,FxForward,2020-11-25,4.803279,3814093.941660,USD,3368338.172876,EUR,24419153.00,21565269.88,FS_0.CP_3.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_3.TL_0.TRADE_5758.COPY_0,FxForward,2020-11-25,4.803279,-3368338.172876,EUR,-3368338.172876,EUR,20877887.20,20877887.20,FS_0.CP_7.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_7.TL_0.TRADE_5875.COPY_0,FxForward,2020-03-06,4.081967,-12239755.138330,EUR,-12239755.138330,EUR,83120353.07,83120353.07,FS_0.CP_3.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_3.TL_0.TRADE_5875.COPY_0,FxForward,2020-03-06,4.081967,13859527.614071,USD,12239755.138330,EUR,97896089.59,86454906.61,FS_0.CP_7.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_7.TL_0.TRADE_8891.COPY_0,FxForward,2017-03-14,1.101632,-48197802.296930,EUR,-48197802.296930,EUR,92224303.00,92224303.00,FS_0.CP_3.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_3.TL_0.TRADE_8891.COPY_0,FxForward,2017-03-14,1.101632,54576154.859499,USD,48197802.296930,EUR,106284553.10,93863004.65,FS_0.CP_7.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_7.TL_0.TRADE_8965.COPY_0,FxForward,2018-02-28,2.063276,3937019.798982,USD,3476897.601140,EUR,31972253.82,28235634.64,FS_0.CP_3.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_3.TL_0.TRADE_8965.COPY_0,FxForward,2018-02-28,2.063276,-3476897.601140,EUR,-3476897.601140,EUR,27409061.99,27409061.99,FS_0.CP_7.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_7.TL_0.TRADE_9686.COPY_0,Swap,2023-05-26,7.301632,5551382.563770,EUR,5551382.563770,EUR,57674688.33,57674688.33,FS_0.CP_3.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_3.TL_0.TRADE_9686.COPY_0,Swap,2023-05-26,7.301632,-5551382.563770,EUR,-5551382.563770,EUR,57674688.33,57674688.33,FS_0.CP_7.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_25.TL_0.TRADE_3771.COPY_0,Swap,2019-12-31,3.901632,1519665.373862,EUR,1519665.373862,EUR,65450932.24,65450932.24,FS_0.CP_3.CP_25.TL_0,FS_0.CP_25
FS_0.CP_25.CP_3.TL_0.TRADE_3771.COPY_0,Swap,2019-12-31,3.901632,-1519665.373862,EUR,-1519665.373862,EUR,65450932.24,65450932.24,FS_0.CP_25.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_25.TL_0.TRADE_3956.COPY_0,Swap,2023-08-25,7.550947,433140.650332,EUR,433140.650332,EUR,65495878.91,65495878.91,FS_0.CP_3.CP_25.TL_0,FS_0.CP_25
FS_0.CP_25.CP_3.TL_0.TRADE_3956.COPY_0,Swap,2023-08-25,7.550947,-433140.650332,EUR,-433140.650332,EUR,65495878.91,65495878.91,FS_0.CP_25.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_25.TL_0.TRADE_4760.COPY_0,FxForward,2018-01-11,1.931769,-5858818.706645,EUR,-5858818.706645,EUR,31955739.26,31955739.26,FS_0.CP_3.CP_25.TL_0,FS_0.CP_25
