#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,Notional(Base),NettingSet,CounterParty
FS_0.CP_0.CP_14.TL_0.TRADE_1294.COPY_0,Swap,2024-06-24,8.382514,-8328010.069548,EUR,-8328010.069548,EUR,54408922.87,54408922.87,FS_0.CP_0.CP_14.TL_0,FS_0.CP_14
FS_0.CP_14.CP_0.TL_0.TRADE_1294.COPY_0,Swap,2024-06-24,8.382514,8328010.069548,EUR,8328010.069548,EUR,54408922.87,54408922.87,FS_0.CP_14.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_14.TL_0.TRADE_2166.COPY_0,FxForward,2019-07-16,3.441358,-4139723.623521,EUR,-4139723.623521,EUR,30300176.26,30300176.26,FS_0.CP_0.CP_14.TL_0,FS_0.CP_14
FS_0.CP_14.CP_0.TL_0.TRADE_2166.COPY_0,FxForward,2019-07-16,3.441358,4687562.228687,USD,4139723.623521,EUR,35769521.28,31589112.85,FS_0.CP_14.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_14.TL_0.TRADE_2218.COPY_0,Swap,2022-01-26,5.972865,4637597.206685,EUR,4637597.206685,EUR,32202064.26,32202064.26,FS_0.CP_0.CP_14.TL_0,FS_0.CP_14
FS_0.CP_14.CP_0.TL_0.TRADE_2218.COPY_0,Swap,2022-01-26,5.972865,-4637597.206685,EUR,-4637597.206685,EUR,32202064.26,32202064.26,FS_0.CP_14.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_14.TL_0.TRADE_5106.COPY_0,FxForward,2017-01-19,0.953687,-1422838.771472,EUR,-1422838.771472,EUR,2681287.91,2681287.91,FS_0.CP_0.CP_14.TL_0,FS_0.CP_14
FS_0.CP_14.CP_0.TL_0.TRADE_5106.COPY_0,FxForward,2017-01-19,0.953687,1611132.985972,USD,1422838.771472,EUR,3108176.68,2744921.94,FS_0.CP_14.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_14.TL_0.TRADE_6589.COPY_0,Swap,2022-06-30,6.397522,1849047.681745,EUR,1849047.681745,EUR,32540000.29,32540000.29,FS_0.CP_0.CP_14.TL_0,FS_0.CP_14
FS_0.CP_14.CP_0.TL_0.TRADE_6589.COPY_0,Swap,2022-06-30,6.397522,-1849047.681745,EUR,-1849047.681745,EUR,32540000.29,32540000.29,FS_0.CP_14.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_14.TL_0.TRADE_9060.COPY_0,Swap,2022-01-05,5.915330,-301300.126215,EUR,-301300.126215,EUR,93395421.53,93395421.53,FS_0.CP_0.CP_14.TL_0,FS_0.CP_14
FS_0.CP_14.CP_0.TL_0.TRADE_9060.COPY_0,Swap,2022-01-05,5.915330,301300.126215,EUR,301300.126215,EUR,93395421.53,93395421.53,FS_0.CP_14.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_14.TL_0.TRADE_9060.COPY_1,Swap,2022-01-05,5.915330,-301300.126215,EUR,-301300.126215,EUR,93395421.53,93395421.53,FS_0.CP_0.CP_14.TL_0,FS_0.CP_14
FS_0.CP_14.CP_0.TL_0.TRADE_9060.COPY_1,Swap,2022-01-05,5.915330,301300.126215,EUR,301300.126215,EUR,93395421.53,93395421.53,FS_0.CP_14.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_14.TL_0.TRADE_9295.COPY_0,FxForward,2018-02-19,2.038618,1751517.443115,USD,1546816.401049,EUR,13079750.22,11551110.86,FS_0.CP_0.CP_14.TL_0,FS_0.CP_14
FS_0.CP_14.CP_0.TL_0.TRADE_9295.COPY_0,FxForward,2018-02-19,2.038618,-1546816.401049,EUR,-1546816.401049,EUR,11346745.68,11346745.68,FS_0.CP_14.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_554.COPY_0,FxForward,2020-01-20,3.956284,949248.774886,USD,838309.421034,EUR,5914390.92,5223172.01,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_554.COPY_0,FxForward,2020-01-20,3.956284,-838309.421034,EUR,-838309.421034,EUR,5137683.63,5137683.63,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_1307.COPY_0,Swap,2016-06-29,0.396175,-280307.270186,EUR,-280307.270186,EUR,57415417.62,57415417.62,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_1307.COPY_0,Swap,2016-06-29,0.396175,280307.270186,EUR,280307.270186,EUR,57415417.62,57415417.62,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_2674.COPY_0,FxForward,2019-03-07,3.082454,7715141.961582,USD,6813468.041389,EUR,51819850.85,45763629.42,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_2674.COPY_0,FxForward,2019-03-07,3.082454,-6813468.041389,EUR,-6813468.041389,EUR,45005252.91,45005252.91,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_2689.COPY_0,FxForward,2018-09-19,2.619440,-2183296.846103,EUR,-2183296.846103,EUR,13830420.49,13830420.49,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_2689.COPY_0,FxForward,2018-09-19,2.619440,2472227.800826,USD,2183296.846103,EUR,15674123.11,13842277.62,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_3008.COPY_0,FxForward,2018-12-01,2.819440,-14785967.764196,EUR,-14785967.764196,EUR,98837011.31,98837011.31,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_3008.COPY_0,FxForward,2018-12-01,2.819440,16742698.380207,USD,14785967.764196,EUR,113559030.88,100287309.24,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_4140.COPY_0,FxForward,2019-12-15,3.857796,8078676.289917,USD,7134515.864020,EUR,55846229.91,49319442.81,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_4140.COPY_0,FxForward,2019-12-15,3.857796,-7134515.864020,EUR,-7134515.864020,EUR,47734927.00,47734927.00,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_4412.COPY_0,FxForward,2019-11-04,3.745467,-2989630.572514,EUR,-2989630.572514,EUR,19275967.58,19275967.58,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_4412.COPY_0,FxForward,2019-11-04,3.745467,3385269.313589,USD,2989630.572514,EUR,22344422.62,19733014.66,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_6261.COPY_0,FxForward,2017-10-28,1.726289,7572464.641734,USD,6687465.517540,EUR,28698196.95,25344219.04,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_6261.COPY_0,FxForward,2017-10-28,1.726289,-6687465.517540,EUR,-6687465.517540,EUR,24571197.67,24571197.67,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_6810.COPY_0,FxForward,2019-09-03,3.575604,16529040.502415,USD,14597280.228779,EUR,116387525.35,102785235.62,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_6810.COPY_0,FxForward,2019-09-03,3.575604,-14597280.228779,EUR,-14597280.228779,EUR,99601927.15,99601927.15,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_7494.COPY_0,FxForward,2016-12-15,0.857923,38340576.837320,USD,33859687.387518,EUR,80146896.20,70780073.60,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_7494.COPY_0,FxForward,2016-12-15,0.857923,-33859687.387518,EUR,-33859687.387518,EUR,68413912.28,68413912.28,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_7945.COPY_0,Swap,2025-11-03,9.742728,8170345.746640,EUR,8170345.746640,EUR,93195943.41,93195943.41,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_7945.COPY_0,Swap,2025-11-03,9.742728,-8170345.746640,EUR,-8170345.746640,EUR,93195943.41,93195943.41,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_8348.COPY_0,FxForward,2019-03-03,3.071495,-5489649.306187,EUR,-5489649.306187,EUR,33308577.02,33308577.02,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_8348.COPY_0,FxForward,2019-03-03,3.071495,6216133.026420,USD,5489649.306187,EUR,37692425.99,33287286.37,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_9682.COPY_0,Swap,2021-03-12,5.096152,-3495731.525072,EUR,-3495731.525072,EUR,56781695.43,56781695.43,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_9682.COPY_0,Swap,2021-03-12,5.096152,3495731.525072,EUR,3495731.525072,EUR,56781695.43,56781695.43,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_6.TL_0.TRADE_9823.COPY_0,Swap,2018-05-03,2.238618,-324259.804921,EUR,-324259.804921,EUR,60057175.23,60057175.23,FS_0.CP_0.CP_6.TL_0,FS_0.CP_6
FS_0.CP_6.CP_0.TL_0.TRADE_9823.COPY_0,Swap,2018-05-03,2.238618,324259.804921,EUR,324259.804921,EUR,60057175.23,60057175.23,FS_0.CP_6.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_8.TL_0.TRADE_900.COPY_0,FxForward,2018-06-27,2.389303,6635369.535199,USD,5859889.357319,EUR,53883255.58,47585882.63,FS_0.CP_0.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_0.TL_0.TRADE_900.COPY_0,FxForward,2018-06-27,2.389303,-5859889.357319,EUR,-5859889.357319,EUR,45968102.99,45968102.99,FS_0.CP_8.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_8.TL_0.TRADE_2828.COPY_0,Swap,2023-06-26,7.386563,-12086841.970599,EUR,-12086841.970599,EUR,85164782.46,85164782.46,FS_0.CP_0.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_0.TL_0.TRADE_2828.COPY_0,Swap,2023-06-26,7.386563,12086841.970599,EUR,12086841.970599,EUR,85164782.46,85164782.46,FS_0.CP_8.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_8.TL_0.TRADE_4325.COPY_0,Swap,2023-06-28,7.392043,-2420790.320674,EUR,-2420790.320674,EUR,63939986.10,63939986.10,FS_0.CP_0.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_0.TL_0.TRADE_4325.COPY_0,Swap,2023-06-28,7.392043,2420790.320674,EUR,2420790.320674,EUR,63939986.10,63939986.10,FS_0.CP_8.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_8.TL_0.TRADE_6033.COPY_0,Swap,2019-06-07,3.334509,2258397.874790,EUR,2258397.874790,EUR,91496592.79,91496592.79,FS_0.CP_0.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_0.TL_0.TRADE_6033.COPY_0,Swap,2019-06-07,3.334509,-2258397.874790,EUR,-2258397.874790,EUR,91496592.79,91496592.79,FS_0.CP_8.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_8.TL_0.TRADE_6536.COPY_0,FxForward,2016-08-16,0.527322,-35856250.141410,EUR,-35856250.141410,EUR,99608341.12,99608341.12,FS_0.CP_0.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_0.TL_0.TRADE_6536.COPY_0,FxForward,2016-08-16,0.527322,40601358.716374,USD,35856250.141410,EUR,115739883.67,102213284.27,FS_0.CP_8.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_8.TL_0.TRADE_8548.COPY_0,FxForward,2016-04-28,0.226776,-10722655.579081,EUR,-10722655.579081,EUR,63088337.66,63088337.66,FS_0.CP_0.CP_8.TL_0,FS_0.CP_8
FS_0.CP_8.CP_0.TL_0.TRADE_8548.COPY_0,FxForward,2016-04-28,0.226776,12141659.650450,USD,10722655.579081,EUR,72954332.27,64428109.54,FS_0.CP_8.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_1090.COPY_0,Swap,2020-02-17,4.032787,-2374625.494179,EUR,-2374625.494179,EUR,59398249.13,59398249.13,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_1090.COPY_0,Swap,2020-02-17,4.032787,2374625.494179,EUR,2374625.494179,EUR,59398249.13,59398249.13,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_3241.COPY_0,Swap,2019-11-01,3.737248,1235814.545510,EUR,1235814.545510,EUR,48120132.93,48120132.93,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_3241.COPY_0,Swap,2019-11-01,3.737248,-1235814.545510,EUR,-1235814.545510,EUR,48120132.93,48120132.93,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_5005.COPY_0,FxForward,2018-09-25,2.635878,1985231.931428,USD,1753216.517192,EUR,15091531.60,13327773.98,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_5005.COPY_0,FxForward,2018-09-25,2.635878,-1753216.517192,EUR,-1753216.517192,EUR,12945467.13,12945467.13,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_5044.COPY_0,Swap,2016-07-25,0.467213,177629.039300,EUR,177629.039300,EUR,38735686.43,38735686.43,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_5044.COPY_0,Swap,2016-07-25,0.467213,-177629.039300,EUR,-177629.039300,EUR,38735686.43,38735686.43,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_5368.COPY_0,Swap,2016-11-08,0.756831,39220.859160,EUR,39220.859160,EUR,18110585.41,18110585.41,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_5368.COPY_0,Swap,2016-11-08,0.756831,-39220.859160,EUR,-39220.859160,EUR,18110585.41,18110585.41,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_6227.COPY_0,Swap,2022-08-29,6.561906,-1374481.940206,EUR,-1374481.940206,EUR,18418848.64,18418848.64,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_6227.COPY_0,Swap,2022-08-29,6.561906,1374481.940206,EUR,1374481.940206,EUR,18418848.64,18418848.64,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_6398.COPY_0,Swap,2022-07-26,6.468755,-3943214.122736,EUR,-3943214.122736,EUR,37216843.10,37216843.10,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_6398.COPY_0,Swap,2022-07-26,6.468755,3943214.122736,EUR,3943214.122736,EUR,37216843.10,37216843.10,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_6981.COPY_0,Swap,2021-05-21,5.287933,670589.106927,EUR,670589.106927,EUR,9660194.66,9660194.66,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_6981.COPY_0,Swap,2021-05-21,5.287933,-670589.106927,EUR,-670589.106927,EUR,9660194.66,9660194.66,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_7370.COPY_0,Swap,2017-02-24,1.052317,271813.244902,EUR,271813.244902,EUR,23379387.31,23379387.31,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_7370.COPY_0,Swap,2017-02-24,1.052317,-271813.244902,EUR,-271813.244902,EUR,23379387.31,23379387.31,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_8151.COPY_0,FxForward,2016-07-04,0.409836,-13082863.393811,EUR,-13082863.393811,EUR,43490558.66,43490558.66,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_8151.COPY_0,FxForward,2016-07-04,0.409836,14814210.286758,USD,13082863.393811,EUR,49866291.31,44038383.72,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_8296.COPY_0,Swap,2019-04-10,3.175604,517680.632431,EUR,517680.632431,EUR,8833717.39,8833717.39,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_8296.COPY_0,Swap,2019-04-10,3.175604,-517680.632431,EUR,-517680.632431,EUR,8833717.39,8833717.39,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_8522.COPY_0,FxForward,2017-11-29,1.813961,17811318.277241,USD,15729697.322653,EUR,75577967.94,66745119.11,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_8522.COPY_0,FxForward,2017-11-29,1.813961,-15729697.322653,EUR,-15729697.322653,EUR,65610095.43,65610095.43,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_3.TL_0.TRADE_9272.COPY_0,Swap,2016-12-27,0.890710,-284008.175244,EUR,-284008.175244,EUR,85792944.09,85792944.09,FS_0.CP_0.CP_3.TL_0,FS_0.CP_3
FS_0.CP_3.CP_0.TL_0.TRADE_9272.COPY_0,Swap,2016-12-27,0.890710,284008.175244,EUR,284008.175244,EUR,85792944.09,85792944.09,FS_0.CP_3.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_7.TL_0.TRADE_1476.COPY_0,Swap,2024-12-23,8.879781,3021810.388055,EUR,3021810.388055,EUR,25839466.66,25839466.66,FS_0.CP_0.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_0.TL_0.TRADE_1476.COPY_0,Swap,2024-12-23,8.879781,-3021810.388055,EUR,-3021810.388055,EUR,25839466.66,25839466.66,FS_0.CP_7.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_7.TL_0.TRADE_1703.COPY_0,FxForward,2017-10-14,1.687933,25478489.287059,USD,22500800.810235,EUR,87566069.84,77332163.34,FS_0.CP_0.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_0.TL_0.TRADE_1703.COPY_0,FxForward,2017-10-14,1.687933,-22500800.810235,EUR,-22500800.810235,EUR,75754652.65,75754652.65,FS_0.CP_7.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_7.TL_0.TRADE_1793.COPY_0,FxForward,2016-07-19,0.450820,-11961384.072981,EUR,-11961384.072981,EUR,36894799.90,36894799.90,FS_0.CP_0.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_0.TL_0.TRADE_1793.COPY_0,FxForward,2016-07-19,0.450820,13544317.757047,USD,11961384.072981,EUR,42395384.40,37440606.82,FS_0.CP_7.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_7.TL_0.TRADE_1993.COPY_0,FxForward,2016-06-24,0.382514,13076908.627466,USD,11548601.368202,EUR,45152309.80,39875328.46,FS_0.CP_0.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_0.TL_0.TRADE_1993.COPY_0,FxForward,2016-06-24,0.382514,-11548601.368202,EUR,-11548601.368202,EUR,39757941.98,39757941.98,FS_0.CP_7.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_7.TL_0.TRADE_5409.COPY_0,Swap,2020-03-09,4.090164,10178603.194603,EUR,10178603.194603,EUR,91168096.00,91168096.00,FS_0.CP_0.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_0.TL_0.TRADE_5409.COPY_0,Swap,2020-03-09,4.090164,-10178603.194603,EUR,-10178603.194603,EUR,91168096.00,91168096.00,FS_0.CP_7.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_7.TL_0.TRADE_5747.COPY_0,Swap,2024-12-30,8.898907,4347070.001957,EUR,4347070.001957,EUR,50160292.72,50160292.72,FS_0.CP_0.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_0.TL_0.TRADE_5747.COPY_0,Swap,2024-12-30,8.898907,-4347070.001957,EUR,-4347070.001957,EUR,50160292.72,50160292.72,FS_0.CP_7.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_7.TL_0.TRADE_6810.COPY_0,FxForward,2019-09-03,3.575604,16529040.502415,USD,14597280.228779,EUR,116387525.35,102785235.62,FS_0.CP_0.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_0.TL_0.TRADE_6810.COPY_0,FxForward,2019-09-03,3.575604,-14597280.228779,EUR,-14597280.228779,EUR,99601927.15,99601927.15,FS_0.CP_7.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_7.TL_0.TRADE_6949.COPY_0,FxForward,2016-12-08,0.838798,-7842886.183463,EUR,-7842886.183463,EUR,15569710.42,15569710.42,FS_0.CP_0.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_0.TL_0.TRADE_6949.COPY_0,FxForward,2016-12-08,0.838798,8880790.212324,USD,7842886.183463,EUR,17676890.65,15610980.34,FS_0.CP_7.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_7.TL_0.TRADE_8471.COPY_0,FxForward,2019-03-26,3.134509,-14532633.969491,EUR,-14532633.969491,EUR,87046092.58,87046092.58,FS_0.CP_0.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_0.TL_0.TRADE_8471.COPY_0,FxForward,2019-03-26,3.134509,16455839.151112,USD,14532633.969491,EUR,98335130.67,86842636.66,FS_0.CP_7.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_7.TL_0.TRADE_9305.COPY_0,Swap,2022-02-21,6.044098,-83700.986066,EUR,-83700.986066,EUR,67623155.55,67623155.55,FS_0.CP_0.CP_7.TL_0,FS_0.CP_7
FS_0.CP_7.CP_0.TL_0.TRADE_9305.COPY_0,Swap,2022-02-21,6.044098,83700.986066,EUR,83700.986066,EUR,67623155.55,67623155.55,FS_0.CP_7.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_23.TL_0.TRADE_456.COPY_0,FxForward,2020-05-04,4.243169,17448825.323090,USD,15409569.168092,EUR,87964356.67,77683902.12,FS_0.CP_0.CP_23.TL_0,FS_0.CP_23
FS_0.CP_23.CP_0.TL_0.TRADE_456.COPY_0,FxForward,2020-05-04,4.243169,-15409569.168092,EUR,-15409569.168092,EUR,79327145.32,79327145.32,FS_0.CP_23.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_23.TL_0.TRADE_884.COPY_0,FxForward,2018-04-02,2.153687,10544178.273573,USD,9311872.943808,EUR,76617092.39,67662800.38,FS_0.CP_0.CP_23.TL_0,FS_0.CP_23
FS_0.CP_23.CP_0.TL_0.TRADE_884.COPY_0,FxForward,2018-04-02,2.153687,-9311872.943808,EUR,-9311872.943808,EUR,66616348.07,66616348.07,FS_0.CP_23.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_23.TL_0.TRADE_1138.COPY_0,Swap,2019-10-18,3.698892,-2580360.168445,EUR,-2580360.168445,EUR,26435914.38,26435914.38,FS_0.CP_0.CP_23.TL_0,FS_0.CP_23
FS_0.CP_23.CP_0.TL_0.TRADE_1138.COPY_0,Swap,2019-10-18,3.698892,2580360.168445,EUR,2580360.168445,EUR,26435914.38,26435914.38,FS_0.CP_23.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_23.TL_0.TRADE_1536.COPY_0,FxForward,2017-01-24,0.967385,-29228932.139717,EUR,-29228932.139717,EUR,53416622.75,53416622.75,FS_0.CP_0.CP_23.TL_0,FS_0.CP_23
FS_0.CP_23.CP_0.TL_0.TRADE_1536.COPY_0,FxForward,2017-01-24,0.967385,33097001.332290,USD,29228932.139717,EUR,60207166.85,53170714.06,FS_0.CP_23.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_23.TL_0.TRADE_3231.COPY_0,Swap,2016-05-30,0.314208,-202913.835472,EUR,-202913.835472,EUR,47809835.87,47809835.87,FS_0.CP_0.CP_23.TL_0,FS_0.CP_23
FS_0.CP_23.CP_0.TL_0.TRADE_3231.COPY_0,Swap,2016-05-30,0.314208,202913.835472,EUR,202913.835472,EUR,47809835.87,47809835.87,FS_0.CP_23.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_23.TL_0.TRADE_3405.COPY_0,FxForward,2017-10-12,1.682454,3011709.407110,USD,2659728.867917,EUR,10516667.39,9287577.28,FS_0.CP_0.CP_23.TL_0,FS_0.CP_23
FS_0.CP_23.CP_0.TL_0.TRADE_3405.COPY_0,FxForward,2017-10-12,1.682454,-2659728.867917,EUR,-2659728.867917,EUR,9030561.34,9030561.34,FS_0.CP_23.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_23.TL_0.TRADE_4599.COPY_0,FxForward,2017-12-19,1.868755,22905909.441173,USD,20228880.131244,EUR,102434218.96,90462661.70,FS_0.CP_0.CP_23.TL_0,FS_0.CP_23
FS_0.CP_23.CP_0.TL_0.TRADE_4599.COPY_0,FxForward,2017-12-19,1.868755,-20228880.131244,EUR,-20228880.131244,EUR,90322708.86,90322708.86,FS_0.CP_23.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_23.TL_0.TRADE_6126.COPY_0,FxForward,2016-05-29,0.311475,-3190530.798565,EUR,-3190530.798565,EUR,13634141.71,13634141.71,FS_0.CP_0.CP_23.TL_0,FS_0.CP_23
FS_0.CP_23.CP_0.TL_0.TRADE_6126.COPY_0,FxForward,2016-05-29,0.311475,3612756.072855,USD,3190530.798565,EUR,15697573.77,13862987.58,FS_0.CP_23.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_23.TL_0.TRADE_8407.COPY_0,FxForward,2020-04-13,4.185792,-274711.249278,EUR,-274711.249278,EUR,1453120.24,1453120.24,FS_0.CP_0.CP_23.TL_0,FS_0.CP_23
FS_0.CP_23.CP_0.TL_0.TRADE_8407.COPY_0,FxForward,2020-04-13,4.185792,311065.711874,USD,274711.249278,EUR,1621529.62,1432020.34,FS_0.CP_23.CP_0.TL_0,FS_0.CP_0
FS_0.CP_0.CP_23.TL_0.TRADE_9154.COPY_0,Swap,2016-08-08,0.505464,26383.529302,EUR,26383.529302,EUR,23380277.80,23380277.80,FS_0.CP_0.CP_23.TL_0,FS_0.CP_23
